,Dealer's Price:,MSRP:,Location:,Mileage:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,VIN:,Stock #:,Condition:,Price:,Model:,Dealer Name:,Dealer Address:,Delivery:,Price + Delivery:,Cabin Size:
66,"$61,583","$63,285","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP63NW259848,NW259848,New,"$61,780",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$61,780",
67,"$61,611","$64,450","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP68NW239658,NW239658,New,"$61,808",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$61,808",
68,"$61,658","$63,080","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR69NW257812,NW257812,New,"$61,855",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$61,855",
69,"$61,860","$61,860","Tomball, TX
30 mi away",---,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Gray (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP69NW278551,53921942,New,"$61,860",Wrangler,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,,
70,"$61,965","$59,965","Manvel, TX
12 mi away",5 miles,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP60NW213734,NW213734,New,"$61,965",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
71,"$61,965","$59,965","Manvel, TX
12 mi away",10 miles,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP69NW213733,NW213733,New,"$61,965",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
72,"$61,834","$63,275","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW260703,NW260703,New,"$62,031",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,031",
73,"$62,325","$65,725","Houston, TX
18 mi away",0 miles,8-Speed Automatic,Black,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW198655,198655,New,"$62,325",Wrangler,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,,
74,"$62,184","$63,950","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP60NW260309,NW260309,New,"$62,381",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,381",
75,"$61,935","$61,935","Lamesa, TX
445 mi away",15 miles,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP65NW153563,NW153563,New,"$62,381",Wrangler,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",$446,"$62,381",
76,"$62,480","$57,480","Manvel, TX
12 mi away",5 miles,8-Speed Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP62NW229319,NW229319,New,"$62,480",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
77,"$62,289","$64,920","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR63NW190253,NW190253,New,"$62,486",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,486",
78,"$62,378","$63,880","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW266731,NW266731,New,"$62,575",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,575",
79,"$62,403","$65,065","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR60NW199508,NW199508,New,"$62,600",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,600",
80,"$62,730","$62,730","Boulder, CO
908 mi away",2 miles,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP63NW250034,G220258,New,"$65,000",Wrangler,Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301","$2,270","$65,000",
81,"$62,649","$65,320","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR61NW232659,NW232659,New,"$62,846",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,846",
82,"$62,860","$62,860","Tomball, TX
30 mi away",---,8-Speed Automatic,Black Clearcoat,Black (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP62NW279752,53921940,New,"$62,860",Wrangler,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,,
83,"$62,734","$64,275","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW266730,NW266730,New,"$62,931",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$62,931",
84,"$62,810","$66,525","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW185243,NW185243,New,"$63,007",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,007",
85,"$63,075","$61,075","Manvel, TX
12 mi away",10 miles,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP61NW213709,NW213709,New,"$63,075",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
86,"$63,075","$63,075","Angleton, TX
36 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP63NW206339,NW206339,New,"$63,075",Wrangler,Yaklin Chrysler Dodge Jeep Ram of Angleton,"1212 S Velasco St<br>Angleton, TX 77515",,,
87,"$63,170","$63,170","Houston, TX
13 mi away",0 miles,Automatic,Black,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR69NW107831,0J220604,New,"$63,170",Wrangler,Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099",,,
88,"$63,158","$64,745","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW261397,NW261397,New,"$63,355",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,355",
89,"$63,490","$65,115","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Firecracker Red Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW172119,NW172119,New,"$63,687",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,687",
90,"$63,630","$65,270","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR62NW238812,NW238812,New,"$63,827",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,827",
91,"$63,721","$66,510","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW210626,NW210626,New,"$63,918",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,918",
92,"$63,925","$61,925","Manvel, TX
12 mi away",5 miles,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP68NW213707,NW213707,New,"$63,925",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
93,"$63,764","$65,420","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW245975,NW245975,New,"$63,961",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$63,961",
94,"$64,181","$65,880","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW191867,NW191867,New,"$64,378",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,378",
95,"$64,244","$67,110","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR60NW153418,NW153418,New,"$64,441",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,441",
96,"$64,244","$67,110","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR66NW153293,NW153293,New,"$64,441",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,441",
97,"$64,244","$67,110","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR64NW153289,NW153289,New,"$64,441",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,441",
98,"$64,550","$62,550","Manvel, TX
12 mi away",5 miles,8-Speed Automatic,Silver Zynith Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP6XNW269759,NW269759,New,"$64,550",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
99,"$64,497","$66,520","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP6XNW245963,NW245963,New,"$64,694",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,694",
100,"$64,539","$66,280","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW239527,NW239527,New,"$64,736",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,736",
101,"$64,679","$66,435","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW218757,NW218757,New,"$64,876",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$64,876",
102,"$64,900","$60,425","Liberty, TX
43 mi away",4 miles,Automatic,Hydro Blue Pearlcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP65NW179192,NW179192,New,"$64,900",Wrangler,Crossroads Dodge Chrysler Jeep Ram,"320 Highway 146 Byp<br>Liberty, TX 77575",,,
103,"$64,823","$66,595","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR60NW236587,NW236587,New,"$65,020",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$65,020",
104,"$65,357","$67,475","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP62NW208745,NW208745,New,"$65,554",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$65,554",
105,"$65,624","$68,625","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR61NW234170,NW234170,New,"$65,821",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$65,821",
106,"$65,888","$61,165","Houston, TX
11 mi away",0 miles,8-Speed Automatic Overdrive,Gray (Granite Crystal Metallic Clearcoat),Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP64NW274973,NW274973,New,"$65,888",Wrangler,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024",,,
107,"$65,940","$65,940","Boulder, CO
908 mi away",2 miles,8-Speed Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR66NW193311,G220247,New,"$68,210",Wrangler,Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301","$2,270","$68,210",
108,"$66,130","$66,130","Houston, TX
3 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW218449,252029,New,"$66,130",Wrangler,Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",,,
109,"$66,133","$68,050","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR61NW220270,NW220270,New,"$66,330",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$66,330",
110,"$66,136","$68,055","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR62NW222609,NW222609,New,"$66,333",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$66,333",
111,"$66,560","$66,560","Tomball, TX
30 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Gray (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR63NW228340,52790825,New,"$66,560",Wrangler,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,,
112,"$66,703","$68,685","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR66NW233340,NW233340,New,"$66,900",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$66,900",
113,"$66,726","$68,710","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR62NW259840,NW259840,New,"$66,923",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$66,923",
114,"$66,798","$68,790","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR65NW183000,NW183000,New,"$66,995",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$66,995",
115,"$67,105","$67,105","Houston, TX
24 mi away",2 miles,Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR66NW229451,NW229451,New,"$67,105",Wrangler,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065",,,
116,"$66,918","$70,060","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR62NW191894,NW191894,New,"$67,115",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$67,115",
117,"$67,560","$67,560","Tomball, TX
30 mi away",---,8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR65NW205559,W205559,New,"$67,560",Wrangler,Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,,
118,"$68,090","$70,225","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR66NW214819,NW214819,New,"$68,287",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$68,287",
119,"$67,935","$67,935","Lamesa, TX
445 mi away",15 miles,8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR61NW152861,NW152861,New,"$68,381",Wrangler,Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",$446,"$68,381",
120,"$68,287","$70,445","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW239562,NW239562,New,"$68,484",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$68,484",
121,"$68,445","$70,620","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW245653,NW245653,New,"$68,642",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$68,642",
122,"$68,885","$68,885","Houston, TX
7 mi away",0 miles,8-Speed Automatic Overdrive,Brown (Limited Edition Gobi Clearcoat),Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR67NW233797,NW233797,New,"$68,885",Wrangler,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,,
123,"$69,888","$64,480","Houston, TX
11 mi away",0 miles,8-Speed Automatic Overdrive,Brown (Limited Edition Gobi Clearcoat),Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXP6XNW271396,NW271396,New,"$69,888",Wrangler,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024",,,
124,"$70,030","$70,030","Houston, TX
7 mi away",0 miles,8-Speed Automatic Overdrive,Gray (Granite Crystal Metallic Clearcoat),Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR63NW236132,NW236132,New,"$70,030",Wrangler,River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,,
125,"$69,952","$72,295","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW233776,NW233776,New,"$70,149",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$70,149",
126,"$71,195","$71,195","Houston, TX
24 mi away",2 miles,Automatic,Brown (Limited Edition Gobi Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR6XNW229453,NW229453,New,"$71,195",Wrangler,Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065",,,
127,"$71,182","$73,660","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR69NW249709,NW249709,New,"$71,379",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$71,379",
128,"$71,817","$74,365","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR64NW158590,NW158590,New,"$72,014",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$72,014",
129,"$72,351","$74,960","Lake Charles, LA
134 mi away",---,8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW245652,NW245652,New,"$72,548",Wrangler,Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",$196,"$72,548",
130,"$72,935","$70,935","Manvel, TX
12 mi away",5 miles,8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR68NW267084,NW267084,New,"$72,935",Wrangler,Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,,
131,"$74,888","$70,970","Houston, TX
11 mi away",0 miles,8-Speed Automatic Overdrive,Hydro Blue Pearlcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,1C4JJXR64NW250458,NW250458,New,"$74,888",Wrangler,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024",,,
