Make:,Model:,Year:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Dealer's Price:,MSRP:,Location:,Transmission:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Blazer,,10 miles,3GNKBERS8NS196409,"$46,725","Gunn Chevrolet, Ltd.","16550 Interstate 35 N Selma, TX 78154","$46,725","$45,975","Selma, TX
12 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,10 miles,3GNKBERS7NS196885,"$47,275","Gunn Chevrolet, Ltd.","16550 Interstate 35 N Selma, TX 78154","$47,275","$46,525","Selma, TX
12 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,10 miles,3GNKBERS2NS196860,"$47,850","Gunn Chevrolet, Ltd.","16550 Interstate 35 N Selma, TX 78154","$47,850","$47,520","Selma, TX
12 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,0 miles,3GNKBCR46NS193725,FWD,Richardson Chevrolet,"1539 US Hwy 181 N Floresville, TX 78114",No Price Listed,"$35,100","Floresville, TX
29 mi away",9-Speed Automatic,Jet Black Premium Cloth Seat Trim,"22 MPG City
29 MPG Highway
25 MPG Combined",,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,1 miles,3GNKBCR49NS198479,FWD,ValMark Chevrolet,"725 S Ih 35 New Braunfels, TX 78130",No Price Listed,"$37,670","New Braunfels, TX
25 mi away",9-Speed Automatic Overdrive,Jet Black,,,228 hp 2L I4,Front-Wheel Drive,Gasoline,New,,
,Blazer,,5 miles,3GNKBERS3NS194860,FWD,ValMark Chevrolet,"725 S Ih 35 New Braunfels, TX 78130",No Price Listed,"$46,910","New Braunfels, TX
25 mi away",9-Speed Automatic Overdrive,Jet Black,,,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Blazer,,9 miles,3GNKBERS1NS192766,FWD,Price Chevrolet,"2035 W Oaklawn Pleasanton, TX 78064",No Price Listed,"$43,750","Pleasanton, TX
36 mi away",Automatic,Jet Black,"19 MPG City
27 MPG Highway
22 MPG Combined",,308 hp 3.6L V6,Front-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4GJXAN0NW257291,"$34,175",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$34,175","$37,275","Houston, TX
172 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXAG9NW180572,"$38,560",San Marcos Chrysler Dodge,"2990 I-35 S San Marcos, TX 78666","$38,560","$38,560","San Marcos, TX
38 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4HJXAG3NW194869,"$38,968",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$38,660","$38,660","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG9NW272555,"$39,370",San Marcos Chrysler Dodge,"2990 I-35 S San Marcos, TX 78666","$39,370","$39,370","San Marcos, TX
38 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,273 miles,1C4GJXAG4MW759639,"$39,590",Carvana,"2990 I-35 S San Marcos, TX 78666","$39,590",Not Provided,,6-Speed Manual,Black,"17 MPG City
25 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG7NW262882,"$39,719",Neessen Chrysler Dodge Jeep Ram,"2151 N US Highway 77 Byp Kingsville, TX 78363","$39,575","$39,575","Kingsville, TX
138 mi away",Automatic,,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4GJXAN4NW175564,"$40,561",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$40,561","$41,330","Castroville, TX
25 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,29 miles,1C4GJXANXNW175567,"$40,716",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$40,716","$41,330","Castroville, TX
25 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXANXNW223827,"$41,230",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$40,910","$39,910","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAN8NW223826,"$41,625",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$41,305","$40,305","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAN1NW223828,"$41,625",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$41,305","$40,305","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXAG1NW242112,"$43,250",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$43,250","$43,250","San Antonio, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXANXNW223830,"$44,480",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$44,160","$43,160","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4GJXAG1NW223829,"$44,585",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$44,265","$43,265","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,6 miles,1C4HJXCG2NW201906,"$46,344",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$45,945","$45,945","Frisco, TX
269 mi away",Manual,Black,"17 MPG City
25 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXCN0NW196137,"$50,934",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$50,535","$50,535","Frisco, TX
269 mi away",Automatic,Black,"22 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4HJXCG4NW180850,"$51,298",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$50,990","$50,990","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4HJXDG9NW194970,"$49,771",Atascosa Chrysler Dodge Jeep,"110128 I-37 Pleasanton, TX 78064","$49,771","$50,220","Pleasanton, TX
29 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN2NW231419,"$36,465",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$36,465","$39,565","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN9NW231417,"$36,465",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$36,465","$39,565","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDNXNW252230,"$39,270",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$39,270","$42,370","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN1NW243593,"$39,615",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$39,615","$42,715","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDNXNW252227,"$39,665",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$39,665","$42,765","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,1 miles,1C4HJXDN3NW252232,"$41,609",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$41,609","$42,765","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG1NW240629,"$39,885",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$39,885","$42,985","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN5NW243595,"$39,965",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$39,965","$43,065","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN1NW253881,"$40,060",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$40,060","$40,060","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXDN3NW253882,"$40,060",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$40,060","$40,060","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXDN6NW243959,"$40,160",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$40,160","$40,160","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXDNXNW253569,"$42,125",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$42,125","$45,225","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN8NW242280,"$43,379",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$42,980","$42,980","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG9NW226056,"$43,879",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$43,480","$43,480","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4HJXDG1NW225029,"$43,920",Boerne Dodge Chrysler Jeep Ram,"30300 I-10 West Boerne, TX 78006","$43,920","$43,920","Boerne, TX
25 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG6NW224829,"$45,279",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$44,880","$44,880","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXDG9NW181815,"$45,650",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$45,650","$46,150","Castroville, TX
25 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,8 miles,1C4HJXDNXMW815680,"$45,835",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$45,835",Not Provided,"San Antonio, TX
8 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXDG2NW181817,"$46,045",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$46,045","$46,545","Castroville, TX
25 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDNXNW201424,"$46,219",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$45,820","$45,820","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDM8NW231982,"$46,775",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$46,775","$49,875","Houston, TX
172 mi away",8-Speed Automatic,Black,"22 MPG City
29 MPG Highway
25 MPG Combined",,260 hp 3L V6 Diesel,Four-Wheel Drive,Diesel,New,,
,Wrangler,,11 miles,1C4HJXDG7NW181814,"$47,045",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$47,045","$47,045","Castroville, TX
25 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXDG5NW181813,"$47,045",Nyle Maxwell CDJR of Castroville,"1950 US Highway 90 E Castroville, TX 78009","$47,045","$47,045","Castroville, TX
25 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDGXNW231427,"$47,570",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$47,570","$50,670","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4HJXDN1NW223831,"$47,685",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$47,365","$46,365","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG3NW231429,"$47,965",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$47,965","$51,065","Houston, TX
172 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG2NW227579,"$48,270",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$48,270","$51,370","Houston, TX
172 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4HJXDN3NW223832,"$48,330",Freestone Autoplex,"1201 Hwy 84 West Fairfield, TX 75840","$48,010","$47,010","Fairfield, TX
205 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,6 miles,1C4HJXEN2NW118228,"$48,529",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$48,130","$48,130","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG8NW231426,"$48,665",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$48,665","$51,765","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDN7NW222313,"$48,829",Neessen Chrysler Dodge Jeep Ram,"2151 N US Highway 77 Byp Kingsville, TX 78363","$48,685","$48,685","Kingsville, TX
138 mi away",Automatic,,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG6NW231425,"$49,110",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$49,110","$52,210","Houston, TX
172 mi away",8-Speed Automatic,Brown (Heritage Tan/Black),"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG0NW227581,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$49,460","$52,560","Houston, TX
172 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG0NW227578,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$49,460","$52,560","Houston, TX
172 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG9NW227577,"$49,460",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$49,460","$52,560","Houston, TX
172 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4HJXDG9NW194970,"$49,771",Atascosa Chrysler Dodge Jeep,"110128 I-37 Pleasanton, TX 78064","$49,771","$50,220","Pleasanton, TX
29 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXEN3NW253136,"$50,395",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$50,395","$50,395","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXEN5NW253137,"$50,790",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$50,790","$50,790","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXEN1NW253135,"$50,790",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$50,790","$50,790","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,15 miles,1C4HJXEG7NW260091,"$51,035",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$51,035","$51,035","San Antonio, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,65 miles,1C4HJXDG7NW200846,"$51,088",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$51,088","$51,165","San Antonio, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,8 miles,1C4HJXDM6NW255603,"$51,138",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$51,138","$51,215","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,0 miles,1C4HJXDG3NW224349,"$51,259",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$50,860","$50,860","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,12 miles,1C4HJXDG2NW115655,"$52,152",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$52,152","$52,230","San Antonio, TX
8 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,9 miles,1C4HJXDMXNW247522,"$53,425",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$53,425","$53,505","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,4 miles,1C4HJXDG9NW249661,"$53,444",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$53,045","$53,045","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,20 miles,1C4HJXDM1NW247523,"$53,724",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$53,724","$53,805","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,1 miles,1C4HJXFN2NW248234,"$53,616",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy Houston, TX 77079","$53,616","$56,940","Houston, TX
172 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4HJXDG8NW204095,"$54,649",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$54,250","$54,250","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXEN8NW252760,"$54,909",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$54,510","$54,510","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4HJXFN6NW252125,"$55,665",Boerne Dodge Chrysler Jeep Ram,"30300 I-10 West Boerne, TX 78006","$55,665","$55,665","Boerne, TX
25 mi away",8-Speed Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDGXNW203658,"$55,764",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$55,365","$55,365","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXDG8NW203657,"$56,159",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$55,760","$55,760","Frisco, TX
269 mi away",Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,4 miles,1C4HJXEN0NW208154,"$56,974",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$56,575","$56,575","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4HJXDG7NW272095,"$57,056",Ingram Park Auto Center Chrysler Jeep,"7000 NW Loop 410 San Antonio, TX 78238","$57,056","$59,700","San Antonio, TX
11 mi away",8-Speed Automatic,Black,,,285 hp 3.6L V6,,Gasoline,New,,
,Wrangler,,0 miles,1C4HJXFN2NW246452,"$58,124",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035","$57,725","$57,725","Frisco, TX
269 mi away",Automatic,Black,"21 MPG City
24 MPG Highway
22 MPG Combined",,270 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,13 miles,1C4HJXEM8NW248862,"$58,170",San Antonio Dodge Chrysler Jeep Ram,"11910 N Ih 35 San Antonio, TX 78233","$58,170","$58,170","San Antonio, TX
8 mi away",Automatic,Black,,,,Four-Wheel Drive,,New,,
,Wrangler,,15 miles,1C4HJXFG2NW266864,"$60,073",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331","$59,765","$59,765","Lamesa, TX
308 mi away",8-Speed Automatic,Black,"18 MPG City
23 MPG Highway
20 MPG Combined",,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,New,,
